T,Magnetization,Total Energy
0.9,0.955,-2956
0.9,0.94625,-2936
0.9,0.95,-2972
0.9,0.9525,-2960
0.9,0.9825,-3092
0.9,0.94875,-2980
0.9,0.965,-3008
0.9,0.9475,-2928
0.9,0.975,-3048
0.9,0.965,-3000
0.9,0.96625,-3012
0.9,0.95,-2984
0.9,0.9625,-2996
0.9,0.96875,-3012
0.9,0.965,-3004
0.9,0.95375,-2956
0.9,0.96125,-2984
0.9,0.9375,-2896
0.9,0.9475,-2952
0.9,0.945,-2912
0.9,0.95625,-2952
0.9,0.965,-3008
0.9,0.95625,-2980
0.9,0.93875,-2884
0.9,0.9475,-2940
0.9,0.96,-2976
0.9,0.9675,-3008
0.9,0.96375,-2996
0.9,0.96375,-2984
0.9,0.96,-2976
0.9,0.96,-2972
0.9,0.95625,-2948
0.9,0.965,-3012
0.9,0.9675,-3016
0.9,0.97125,-3032
0.9,0.9525,-2960
0.9,0.9425,-2952
0.9,0.9525,-2944
0.9,0.935,-2876
0.9,0.95375,-2964
0.9,0.9575,-2980
0.9,0.9675,-3028
0.9,0.95375,-2976
0.9,0.96875,-3020
0.9,0.965,-3004
0.9,0.95625,-2964
0.9,0.95125,-2940
0.9,0.9425,-2968
0.9,0.95625,-2972
0.9,0.9525,-2960
0.9,0.96,-2988
0.9,0.96,-2992
0.9,0.96625,-3020
0.9,0.955,-2952
0.9,0.96375,-3012
0.9,0.94625,-2912
0.9,0.9525,-2952
0.9,0.955,-2996
0.9,0.95625,-2968
0.9,0.94875,-2924
0.9,0.94375,-2920
0.9,0.96875,-3028
0.9,0.9475,-2932
0.9,0.96625,-3016
0.9,0.9525,-2964
0.9,0.94125,-2888
0.9,0.945,-2912
0.9,0.94875,-2928
0.9,0.96125,-2968
0.9,0.96625,-3024
0.9,0.96,-2968
0.9,0.93375,-2964
0.9,0.9425,-2916
0.9,0.94625,-2944
0.9,0.93625,-2916
0.9,0.96375,-3020
0.9,0.97375,-3040
0.9,0.9425,-2932
0.9,0.96125,-2984
0.9,0.935,-2860
0.9,0.94875,-2924
0.9,0.94875,-2928
0.9,0.94875,-2948
0.9,0.9575,-2964
0.9,0.97375,-3040
0.9,0.9425,-2876
0.9,0.95,-2960
0.9,0.9575,-2968
0.9,0.94125,-2896
0.9,0.955,-2944
0.9,0.9625,-2980
0.9,0.94625,-2916
0.9,0.96375,-2988
0.9,0.9725,-3056
0.9,0.94625,-2916
0.9,0.97125,-3028
0.9,0.96375,-3000
0.9,0.95375,-2940
